ID,Address,Match,MatchType,MatchAddress,Lat,Long,RL,State,County,CountySubdiv,Block,BlockGroup,
1099,"2405 BARRACKS 1, Charlottesville, VA, 22901",Tie,,,,,,,,,,0,
1098,"2404 North BERKSHIRE 13, Charlottesville, VA, 22901",Match,Non_Exact,"2404 N BERKSHIRE RD, CHARLOTTESVILLE, VA, 22901","-78.49807,38.064564",221726610,R,51,3,10801,2000,5130108012000,
1097,"2404 BARRACKS 2, Charlottesville, VA, 22901",Tie,,,,,,,,,,0,
1096,"2403 KERRY, Charlottesville, VA, 22901",Match,Non_Exact,"2403 KERRY LN, CHARLOTTESVILLE, VA, 22901","-78.47207,38.065796",83370139,R,51,540,800,1005,515400008001005,
1095,"2403 BARRACKS 4, Charlottesville, VA, 22901",Tie,,,,,,,,,,0,
1094,"2401 PEYTON 206, Charlottesville, VA, 22901",Match,Non_Exact,"2401 PEYTON DR, CHARLOTTESVILLE, VA, 22901","-78.492805,38.072815",83403419,R,51,3,10701,1003,5130107011003,
1093,"240 bypass / route 29, Charlottesville, VA, 22901",No_Match,,,,,,,,,,0,
1092,"240 250 Bypass, Charlottesville, VA, 22901",No_Match,,,,,,,,,,0,
9809,"1550 Pantops Mountain 218, Charlottesville, VA, 22911",Match,Non_Exact,"1550 PANTOPS MNT PL, CHARLOTTESVILLE, VA, 22911","-78.435745,38.027027",624758419,R,51,3,10502,2006,5130105022006,
1089,"2335 COMMONWEALTH, Charlottesville, VA, 22901",Match,Non_Exact,"2335 COMMONWEALTH DR, CHARLOTTESVILLE, VA, 22901","-78.48703,38.073593",83403517,L,51,3,10702,3003,5130107023003,
9803,"1460 WILTON FARM 102, Charlottesville, VA, 22911",Match,Non_Exact,"1460 WILTON FARM RD, CHARLOTTESVILLE, VA, 22911","-78.449554,38.037357",83375355,R,51,3,10502,3006,5130105023006,
9804,"1460 WILTON FARM 302, Charlottesville, VA, 22911",Match,Non_Exact,"1460 WILTON FARM RD, CHARLOTTESVILLE, VA, 22911","-78.449554,38.037357",83375355,R,51,3,10502,3006,5130105023006,
9801,"1440 WILTON FARM ., Charlottesville, VA, 22911",Match,Non_Exact,"1440 WILTON FARM RD, CHARLOTTESVILLE, VA, 22911","-78.44956,38.037334",83375355,R,51,3,10502,3006,5130105023006,
9802,"1450 WILTON FARM 301, Charlottesville, VA, 22911",Match,Non_Exact,"1450 WILTON FARM RD, CHARLOTTESVILLE, VA, 22911","-78.44956,38.037346",83375355,R,51,3,10502,3006,5130105023006,
9807,"155 RIVERBEND, Charlottesville, VA, 22911",Match,Non_Exact,"155 RIVERBEND DR, CHARLOTTESVILLE, VA, 22911","-78.45512,38.032604",83371492,R,51,3,10502,1007,5130105021007,
9808,"1550 PANTOPS MOUNTAIN, Charlottesville, VA, 22911",Match,Non_Exact,"1550 PANTOPS MNT PL, CHARLOTTESVILLE, VA, 22911","-78.435745,38.027027",624758419,R,51,3,10502,2006,5130105022006,
9805,"1495 TERRACE, Charlottesville, VA, 22911",Match,Non_Exact,"1495 TERRACE LN, CHARLOTTESVILLE, VA, 22911","-78.44361,38.041584",651951522,L,51,3,10501,2009,5130105012009,
9806,"1525 STONY POINT, Charlottesville, VA, 22911",Match,Non_Exact,"1525 STONY POINT RD, CHARLOTTESVILLE, VA, 22911","-78.44606,38.04304",83400673,R,51,3,10501,2009,5130105012009,
9821,"1900 Market, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
9822,"1900 RICHMOND, Charlottesville, VA, 22911",Match,Non_Exact,"1900 RICHMOND RD, CHARLOTTESVILLE, VA, 22911","-78.43302,38.02295",613900728,L,51,3,10501,2022,5130105012022,
9820,"1900 East MARKET, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
9814,"1714 CALVARY 302, Charlottesville, VA, 22911",Match,Non_Exact,"1714 CALVARY CIR, CHARLOTTESVILLE, VA, 22911","-78.4453,38.036774",637324658,R,51,3,10502,3007,5130105023007,
9815,"1743 HYLAND CREEK, Charlottesville, VA, 22911",Match,Non_Exact,"1743 HYLAND CREEK CIR, CHARLOTTESVILLE, VA, 22911","-78.43801,38.041283",640841780,L,51,3,10501,2009,5130105012009,
9812,"1626 RICHMOND, Charlottesville, VA, 22911",Match,Non_Exact,"1626 RICHMOND RD, CHARLOTTESVILLE, VA, 22911","-78.440834,38.02877",221707526,L,51,3,10502,2008,5130105022008,
9813,"1714 CALVARY 301, Charlottesville, VA, 22911",Match,Non_Exact,"1714 CALVARY CIR, CHARLOTTESVILLE, VA, 22911","-78.4453,38.036774",637324658,R,51,3,10502,3007,5130105023007,
9818,"1862 ABBEY, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
9819,"1900 ABBEY, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
9816,"1748 STONY POINT, Charlottesville, VA, 22911",Match,Non_Exact,"1748 STONY POINT RD, CHARLOTTESVILLE, VA, 22911","-78.44183,38.0502",83399224,L,51,3,10501,2003,5130105012003,
9817,"1852 VERONA, Charlottesville, VA, 22911",Match,Non_Exact,"1852 VERONA DR, CHARLOTTESVILLE, VA, 22911","-78.4398,38.03223",640867883,R,51,3,10502,2000,5130105022000,
8501,"744 PROSPECT A, Charlottesville, VA, 22903",Match,Non_Exact,"744 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49473,38.02418",83407147,L,51,540,501,1013,515400005011013,
9832,"201 BOWEN, Charlottesville, VA, 22911",Match,Non_Exact,"201 BOWEN LOOP, CHARLOTTESVILLE, VA, 22911","-78.44705,38.140064",640852759,L,51,3,10201,1022,5130102011022,
8502,"744 Prospect D, Charlottesville, VA, 22903",Match,Non_Exact,"744 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49473,38.02418",83407147,L,51,540,501,1013,515400005011013,
9833,"2050 ABBEY C, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
9830,"2004 CALVARY, Charlottesville, VA, 22911",Match,Non_Exact,"2004 CALVARY CIR, CHARLOTTESVILLE, VA, 22911","-78.44662,38.037228",651949219,R,51,3,10502,3008,5130105023008,
8500,"743 PROSPECT, Charlottesville, VA, 22903",Match,Non_Exact,"743 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.495605,38.023037",83407148,R,51,540,501,3000,515400005013000,
9831,"2005 ABBEY, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
200,"1117 RIVER, Charlottesville, VA, 22901",Tie,,,,,,,,,,0,
201,"1118 HOLMES, Charlottesville, VA, 22901",Match,Non_Exact,"1118 HOLMES AVE, CHARLOTTESVILLE, VA, 22901","-78.461006,38.0462",83370463,R,51,540,900,1001,515400009001001,
202,"1121 PARK, Charlottesville, VA, 22901",Match,Non_Exact,"1121 PARK ST, CHARLOTTESVILLE, VA, 22901","-78.47031,38.043827",83406752,L,51,540,900,2006,515400009002006,
203,"1121 ST CHARLES, Charlottesville, VA, 22901",Tie,,,,,,,,,,0,
204,"1125 Park, Charlottesville, VA, 22901",Match,Non_Exact,"1125 PARK ST, CHARLOTTESVILLE, VA, 22901","-78.470276,38.044052",83370225,L,51,540,900,2006,515400009002006,
205,"1126 PARK, Charlottesville, VA, 22901",Match,Non_Exact,"1126 PARK ST, CHARLOTTESVILLE, VA, 22901","-78.47034,38.043568",83406752,R,51,540,900,2011,515400009002011,
206,"1128 LOCUST, Charlottesville, VA, 22901",Tie,,,,,,,,,,0,
9825,"1915 East MARKET, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
207,"1129 ST CLAIR, Charlottesville, VA, 22901",Match,Non_Exact,"1129 SAINT CLAIR AVE, CHARLOTTESVILLE, VA, 22901","-78.45732,38.043514",83405784,L,51,540,900,1003,515400009001003,
9826,"1933 ASHEVILLE, Charlottesville, VA, 22911",Match,Non_Exact,"1933 ASHVILLE DR, CHARLOTTESVILLE, VA, 22911","-78.44156,38.032104",628547898,L,51,3,10502,2001,5130105022001,
208,"1129 St Claire, Charlottesville, VA, 22901",Match,Non_Exact,"1129 SAINT CLAIR AVE, CHARLOTTESVILLE, VA, 22901","-78.45732,38.043514",83405784,L,51,540,900,1003,515400009001003,
9823,"1909 ASHEVILLE, Charlottesville, VA, 22911",Match,Non_Exact,"1909 ASHVILLE DR, CHARLOTTESVILLE, VA, 22911","-78.44087,38.031944",628547898,L,51,3,10502,2001,5130105022001,
209,"1129 St. Clair, Charlottesville, VA, 22901",Match,Non_Exact,"1129 SAINT CLAIR AVE, CHARLOTTESVILLE, VA, 22901","-78.45732,38.043514",83405784,L,51,540,900,1003,515400009001003,
9824,"1911 East MARKET, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
9829,"20 WILTON PASTURE 303, Charlottesville, VA, 22911",Match,Non_Exact,"20 WILTON PASTURE LN, CHARLOTTESVILLE, VA, 22911","-78.44914,38.037277",83375357,R,51,3,10502,3010,5130105023010,
9827,"1950 TREMONT, Charlottesville, VA, 22911",Match,Non_Exact,"1950 TREMONT RD, CHARLOTTESVILLE, VA, 22911","-78.431305,38.03503",83400717,L,51,3,10501,2000,5130105012000,
9828,"199 SPOTNAP, Charlottesville, VA, 22911",Match,Non_Exact,"199 SPOTNAP RD, CHARLOTTESVILLE, VA, 22911","-78.4536,38.030807",83400645,R,51,3,10502,1001,5130105021001,
9840,"210 South PANTOPS 313, Charlottesville, VA, 22911",Match,Non_Exact,"210 S PANTOPS DR, CHARLOTTESVILLE, VA, 22911","-78.4501,38.028442",83387554,L,51,3,10502,1002,5130105021002,
8512,"748 PROSPECT F, Charlottesville, VA, 22903",Match,Non_Exact,"748 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49523,38.023502",83407148,L,51,540,501,1010,515400005011010,
9843,"2121 SUNDOWN, Charlottesville, VA, 22911",Match,Non_Exact,"2121 SUNDOWN PL, CHARLOTTESVILLE, VA, 22911","-78.43861,38.0331",640867259,L,51,3,10502,2000,5130105022000,
8513,"749 PROSPECT, Charlottesville, VA, 22903",Match,Non_Exact,"749 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49573,38.02288",83407148,R,51,540,501,3000,515400005013000,
9844,"2134 ASPEN, Charlottesville, VA, 22911",Match,Non_Exact,"2134 ASPEN DR, CHARLOTTESVILLE, VA, 22911","-78.43316,38.038418",648395580,R,51,3,10501,2001,5130105012001,
8510,"748 PROSPECT A, Charlottesville, VA, 22903",Match,Non_Exact,"748 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49523,38.023502",83407148,L,51,540,501,1010,515400005011010,
9841,"210 South PANTOPS 406, Charlottesville, VA, 22911",Match,Non_Exact,"210 S PANTOPS DR, CHARLOTTESVILLE, VA, 22911","-78.4501,38.028442",83387554,L,51,3,10502,1002,5130105021002,
8511,"748 PROSPECT E, Charlottesville, VA, 22903",No_Match,,,,,,,,,,0,
9842,"2107 SUNDOWN, Charlottesville, VA, 22911",Match,Non_Exact,"2107 SUNDOWN PL, CHARLOTTESVILLE, VA, 22911","-78.43846,38.033",640867259,L,51,3,10502,2000,5130105022000,
210,"113 TURTLE CREEK, Charlottesville, VA, 22901",Match,Non_Exact,"113 TURTLE CREEK RD, CHARLOTTESVILLE, VA, 22901","-78.49698,38.068424",83401958,R,51,3,10701,2000,5130107012000,
211,"113 TURTLE CREEK 1, Charlottesville, VA, 22901",Match,Non_Exact,"113 TURTLE CREEK RD, CHARLOTTESVILLE, VA, 22901","-78.49698,38.068424",83401958,R,51,3,10701,2000,5130107012000,
212,"1130 OTTER, Charlottesville, VA, 22901",Match,Non_Exact,"1130 OTTER ST, CHARLOTTESVILLE, VA, 22901","-78.46364,38.037556",83405910,R,51,540,900,1015,515400009001015,
213,"1135 RIVER, Charlottesville, VA, 22901",Match,Non_Exact,"1135 RIVER CT, CHARLOTTESVILLE, VA, 22901","-78.45632,38.04275",83370496,L,51,540,900,1002,515400009001002,
214,"1136 ST CLAIR, Charlottesville, VA, 22901",Match,Non_Exact,"1136 SAINT CLAIR AVE, CHARLOTTESVILLE, VA, 22901","-78.457245,38.04355",83405784,R,51,540,900,1002,515400009001002,
215,"1138 LOCUST, Charlottesville, VA, 22901",Tie,,,,,,,,,,0,
216,"1140 ST CLAIR, Charlottesville, VA, 22901",Match,Non_Exact,"1140 SAINT CLAIR AVE, CHARLOTTESVILLE, VA, 22901","-78.45721,38.04357",83405784,R,51,540,900,1002,515400009001002,
217,"1141 RIVER, Charlottesville, VA, 22901",Match,Non_Exact,"1141 RIVER CT, CHARLOTTESVILLE, VA, 22901","-78.45625,38.042793",83370496,L,51,540,900,1002,515400009001002,
8505,"746 Ornagedale, Charlottesville, VA, 22903",Match,Non_Exact,"746 ORANGEDALE AVE, CHARLOTTESVILLE, VA, 22903","-78.49659,38.023155",83369606,L,51,540,501,3000,515400005013000,
9836,"210 Pantops 416, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
218,"1142 LOCUST, Charlottesville, VA, 22901",Tie,,,,,,,,,,0,
8506,"746 PROSPECT, Charlottesville, VA, 22903",Match,Non_Exact,"746 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.495026,38.023766",83407147,L,51,540,501,1013,515400005011013,
9837,"210 South PANTOPS 211, Charlottesville, VA, 22911",Match,Non_Exact,"210 S PANTOPS DR, CHARLOTTESVILLE, VA, 22911","-78.4501,38.028442",83387554,L,51,3,10502,1002,5130105021002,
219,"1145 RIVER, Charlottesville, VA, 22901",Tie,,,,,,,,,,0,
8503,"745 WALKER, Charlottesville, VA, 22903",Match,Non_Exact,"745 WALKER SQ, CHARLOTTESVILLE, VA, 22903","-78.49077,38.030453",632824612,R,51,540,501,1001,515400005011001,
9834,"2055 ABBEY, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
8504,"746 ORANGEDALE, Charlottesville, VA, 22903",Match,Non_Exact,"746 ORANGEDALE AVE, CHARLOTTESVILLE, VA, 22903","-78.49659,38.023155",83369606,L,51,540,501,3000,515400005013000,
9835,"2077 AVIANO, Charlottesville, VA, 22911",Match,Non_Exact,"2077 AVIANO WAY, CHARLOTTESVILLE, VA, 22911","-78.43778,38.03605",625086773,L,51,3,10501,2001,5130105012001,
8509,"747 PROSPECT, Charlottesville, VA, 22903",Match,Non_Exact,"747 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49569,38.02293",83407148,R,51,540,501,3000,515400005013000,
8507,"746 Prospect D, Charlottesville, VA, 22903",Match,Non_Exact,"746 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.495026,38.023766",83407147,L,51,540,501,1013,515400005011013,
9838,"210 South PANTOPS 219, Charlottesville, VA, 22911",Match,Non_Exact,"210 S PANTOPS DR, CHARLOTTESVILLE, VA, 22911","-78.4501,38.028442",83387554,L,51,3,10502,1002,5130105021002,
8508,"747 ORANGEDALE, Charlottesville, VA, 22903",Match,Non_Exact,"747 ORANGEDALE AVE, CHARLOTTESVILLE, VA, 22903","-78.496605,38.02316",83369606,R,51,540,501,3000,515400005013000,
9839,"210 South PANTOPS 224, Charlottesville, VA, 22911",Match,Non_Exact,"210 S PANTOPS DR, CHARLOTTESVILLE, VA, 22911","-78.4501,38.028442",83387554,L,51,3,10502,1002,5130105021002,
9850,"2242 MONTALCINO, Charlottesville, VA, 22911",Match,Non_Exact,"2242 MONTALCINO WAY, CHARLOTTESVILLE, VA, 22911","-78.43725,38.035255",221712554,R,51,3,10501,2001,5130105012001,
8520,"750 PROSPECT B, Charlottesville, VA, 22903",Match,Non_Exact,"750 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.495605,38.023018",83407148,L,51,540,501,1010,515400005011010,
9851,"2318 TREVISO, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
8523,"752 PROSPECT D, Charlottesville, VA, 22903",Match,Non_Exact,"752 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49597,38.02253",83407148,L,51,540,501,1010,515400005011010,
9854,"241 ROLKIN, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
8524,"752 PROSPECT E, Charlottesville, VA, 22903",No_Match,,,,,,,,,,0,
9855,"250 PANTOPS MOUNTAIN, Charlottesville, VA, 22911",Match,Non_Exact,"250 PANTOPS MOUNTAIN RD, CHARLOTTESVILLE, VA, 22911","-78.43882,38.029083",221726846,R,51,3,10502,2005,5130105022005,
8521,"751 PROSPECT, Charlottesville, VA, 22903",Match,Non_Exact,"751 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.495766,38.022827",83407148,R,51,540,501,3000,515400005013000,
9852,"235 RIVERBEND, Charlottesville, VA, 22911",Match,Non_Exact,"235 RIVERBEND DR, CHARLOTTESVILLE, VA, 22911","-78.45591,38.0312",83387012,L,51,3,10502,1002,5130105021002,
8522,"752 PROSPECT, Charlottesville, VA, 22903",Match,Non_Exact,"752 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49597,38.02253",83407148,L,51,540,501,1010,515400005011010,
9853,"240 ROLKIN, Charlottesville, VA, 22911",Match,Non_Exact,"240 ROLKIN CT, CHARLOTTESVILLE, VA, 22911","-78.44402,38.029934",83380289,R,51,3,10502,1016,5130105021016,
220,"1147 RIVER, Charlottesville, VA, 22901",Tie,,,,,,,,,,0,
221,"1149 SEMINOLE, Charlottesville, VA, 22901",Match,Non_Exact,"1149 SEMINOLE TRL, CHARLOTTESVILLE, VA, 22901","-78.48715,38.06683",635294562,R,51,540,800,4001,515400008004001,
222,"1149 SEMINOLE 10, Charlottesville, VA, 22901",Match,Non_Exact,"1149 SEMINOLE TRL, CHARLOTTESVILLE, VA, 22901","-78.48715,38.06683",635294562,R,51,540,800,4001,515400008004001,
223,"1149 SEMINOLE 11, Charlottesville, VA, 22901",Match,Non_Exact,"1149 SEMINOLE TRL, CHARLOTTESVILLE, VA, 22901","-78.48715,38.06683",635294562,R,51,540,800,4001,515400008004001,
224,"1149 SEMINOLE 2, Charlottesville, VA, 22901",Match,Non_Exact,"1149 SEMINOLE TRL, CHARLOTTESVILLE, VA, 22901","-78.48715,38.06683",635294562,R,51,540,800,4001,515400008004001,
225,"1149 SEMINOLE 3, Charlottesville, VA, 22901",Match,Non_Exact,"1149 SEMINOLE TRL, CHARLOTTESVILLE, VA, 22901","-78.48715,38.06683",635294562,R,51,540,800,4001,515400008004001,
226,"1149 SEMINOLE 4, Charlottesville, VA, 22901",Match,Non_Exact,"1149 SEMINOLE TRL, CHARLOTTESVILLE, VA, 22901","-78.48715,38.06683",635294562,R,51,540,800,4001,515400008004001,
227,"1149 SEMINOLE 6, Charlottesville, VA, 22901",Match,Non_Exact,"1149 SEMINOLE TRL, CHARLOTTESVILLE, VA, 22901","-78.48715,38.06683",635294562,R,51,540,800,4001,515400008004001,
228,"1149 SEMINOLE 7, Charlottesville, VA, 22901",Match,Non_Exact,"1149 SEMINOLE TRL, CHARLOTTESVILLE, VA, 22901","-78.48715,38.06683",635294562,R,51,540,800,4001,515400008004001,
8516,"750 HARRIS 202, Charlottesville, VA, 22903",Match,Non_Exact,"750 HARRIS ST, CHARLOTTESVILLE, VA, 22903","-78.48469,38.03593",83406775,R,51,540,1000,2012,515400010002012,
9847,"2218 MONTALCINO, Charlottesville, VA, 22911",Match,Non_Exact,"2218 MONTALCINO WAY, CHARLOTTESVILLE, VA, 22911","-78.43762,38.035088",221712554,R,51,3,10501,2001,5130105012001,
229,"1149 Seminole 8, Charlottesville, VA, 22901",Match,Non_Exact,"1149 SEMINOLE TRL, CHARLOTTESVILLE, VA, 22901","-78.48715,38.06683",635294562,R,51,540,800,4001,515400008004001,
8517,"750 HARRIS 207, Charlottesville, VA, 22903",Match,Non_Exact,"750 HARRIS ST, CHARLOTTESVILLE, VA, 22903","-78.48469,38.03593",83406775,R,51,540,1000,2012,515400010002012,
9848,"2224 MONTALCINO, Charlottesville, VA, 22911",Match,Non_Exact,"2224 MONTALCINO WAY, CHARLOTTESVILLE, VA, 22911","-78.43753,38.03513",221712554,R,51,3,10501,2001,5130105012001,
8514,"750 HARRIS, Charlottesville, VA, 22903",Match,Non_Exact,"750 HARRIS ST, CHARLOTTESVILLE, VA, 22903","-78.48469,38.03593",83406775,R,51,540,1000,2012,515400010002012,
9845,"220 South PANTOPS, Charlottesville, VA, 22911",Match,Non_Exact,"220 S PANTOPS DR, CHARLOTTESVILLE, VA, 22911","-78.44989,38.028046",83399128,L,51,3,10502,1002,5130105021002,
8515,"750 HARRIS 101, Charlottesville, VA, 22903",Match,Non_Exact,"750 HARRIS ST, CHARLOTTESVILLE, VA, 22903","-78.48469,38.03593",83406775,R,51,540,1000,2012,515400010002012,
9846,"220 South PANTOPS 22, Charlottesville, VA, 22911",Match,Non_Exact,"220 S PANTOPS DR, CHARLOTTESVILLE, VA, 22911","-78.44989,38.028046",83399128,L,51,3,10502,1002,5130105021002,
8518,"750 ORANGEDALE, Charlottesville, VA, 22903",Match,Non_Exact,"750 ORANGEDALE AVE, CHARLOTTESVILLE, VA, 22903","-78.49666,38.023064",83369606,L,51,540,501,3000,515400005013000,
9849,"2230 Montalcino, Charlottesville, VA, 22911",Match,Non_Exact,"2230 MONTALCINO WAY, CHARLOTTESVILLE, VA, 22911","-78.43743,38.03517",221712554,R,51,3,10501,2001,5130105012001,
8519,"750 Prospect A, Charlottesville, VA, 22903",Match,Non_Exact,"750 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.495605,38.023018",83407148,L,51,540,501,1010,515400005011010,
8530,"754 prospect ave F, Charlottesville, VA, 22903",Match,Exact,"754 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49634,38.02204",83407148,L,51,540,501,1010,515400005011010,
9861,"350 PORTICO, Charlottesville, VA, 22911",Match,Non_Exact,"350 PORTICO WAY, CHARLOTTESVILLE, VA, 22911","-78.447205,38.036247",625086737,R,51,3,10502,3006,5130105023006,
8531,"754 PROSPECT D, Charlottesville, VA, 22903",Match,Non_Exact,"754 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49634,38.02204",83407148,L,51,540,501,1010,515400005011010,
9862,"350 PORTICO 120, Charlottesville, VA, 22911",Match,Non_Exact,"350 PORTICO WAY, CHARLOTTESVILLE, VA, 22911","-78.447205,38.036247",625086737,R,51,3,10502,3006,5130105023006,
7200,"2617 WILLARD, Charlottesville, VA, 22903",Match,Non_Exact,"2617 WILLARD DR, CHARLOTTESVILLE, VA, 22903","-78.508194,38.0165",83369292,R,51,540,502,4000,515400005024000,
9860,"330 WINDING RIVER, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
7202,"2627 Jefferson Park, Charlottesville, VA, 22903",Tie,,,,,,,,,,0,
8534,"755 ORANGEDALE, Charlottesville, VA, 22903",Match,Non_Exact,"755 ORANGEDALE AVE, CHARLOTTESVILLE, VA, 22903","-78.49674,38.02298",83369606,R,51,540,501,3000,515400005013000,
9865,"350 PORTICO 313, Charlottesville, VA, 22911",Match,Non_Exact,"350 PORTICO WAY, CHARLOTTESVILLE, VA, 22911","-78.447205,38.036247",625086737,R,51,3,10502,3006,5130105023006,
7201,"2617 WILLARD A, Charlottesville, VA, 22903",Match,Non_Exact,"2617 WILLARD DR, CHARLOTTESVILLE, VA, 22903","-78.508194,38.0165",83369292,R,51,540,502,4000,515400005024000,
8535,"755 WALKER 3, Charlottesville, VA, 22903",Match,Non_Exact,"755 WALKER SQ, CHARLOTTESVILLE, VA, 22903","-78.490875,38.03048",632824612,R,51,540,501,1001,515400005011001,
9866,"350 PORTICO 327, Charlottesville, VA, 22911",Match,Non_Exact,"350 PORTICO WAY, CHARLOTTESVILLE, VA, 22911","-78.447205,38.036247",625086737,R,51,3,10502,3006,5130105023006,
7204,"2642 JEFFERSON PARK, Charlottesville, VA, 22903",Tie,,,,,,,,,,0,
8532,"754 PROSPECT E, Charlottesville, VA, 22903",No_Match,,,,,,,,,,0,
9863,"350 PORTICO 222, Charlottesville, VA, 22911",Match,Non_Exact,"350 PORTICO WAY, CHARLOTTESVILLE, VA, 22911","-78.447205,38.036247",625086737,R,51,3,10502,3006,5130105023006,
7203,"2631 JEFFERSON PARK, Charlottesville, VA, 22903",Tie,,,,,,,,,,0,
8533,"754 PROSPECT F, Charlottesville, VA, 22903",Match,Non_Exact,"754 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49634,38.02204",83407148,L,51,540,501,1010,515400005011010,
9864,"350 PORTICO 311, Charlottesville, VA, 22911",Match,Non_Exact,"350 PORTICO WAY, CHARLOTTESVILLE, VA, 22911","-78.447205,38.036247",625086737,R,51,3,10502,3006,5130105023006,
230,"1149 Seminole Trail, Charlottesville, VA, 22901",Match,Exact,"1149 SEMINOLE TRL, CHARLOTTESVILLE, VA, 22901","-78.48715,38.06683",635294562,R,51,540,800,4001,515400008004001,
231,"1149 ST CLAIR, Charlottesville, VA, 22901",Match,Non_Exact,"1149 SAINT CLAIR AVE, CHARLOTTESVILLE, VA, 22901","-78.45714,38.043625",83405784,L,51,540,900,1003,515400009001003,
232,"115 MEGAN B, Charlottesville, VA, 22901",Match,Non_Exact,"115 MEGAN CT, CHARLOTTESVILLE, VA, 22901","-78.45711,38.0458",83407299,L,51,540,900,1004,515400009001004,
233,"115 TURTLE CREEK 7, Charlottesville, VA, 22901",Match,Non_Exact,"115 TURTLE CREEK RD, CHARLOTTESVILLE, VA, 22901","-78.496956,38.068447",83401958,R,51,3,10701,2000,5130107012000,
234,"1150 NORTHWEST, Charlottesville, VA, 22901",No_Match,,,,,,,,,,0,
235,"1150 NORTHWEST 226, Charlottesville, VA, 22901",No_Match,,,,,,,,,,0,
236,"1155 SEMINOLE, Charlottesville, VA, 22901",Match,Non_Exact,"1155 SEMINOLE TRL, CHARLOTTESVILLE, VA, 22901","-78.48689,38.067112",643582574,R,51,540,800,4001,515400008004001,
237,"116 HESSIAN HILLS 1, Charlottesville, VA, 22901",Tie,,,,,,,,,,0,
238,"116 TURTLE CREEK 5, Charlottesville, VA, 22901",Match,Non_Exact,"116 TURTLE CREEK RD, CHARLOTTESVILLE, VA, 22901","-78.49692,38.06846",83401958,L,51,3,10701,2000,5130107012000,
239,"1162 RIVER CHASE, Charlottesville, VA, 22901",Match,Non_Exact,"1162 RIVER CHASE RIDGE, CHARLOTTESVILLE, VA, 22901","-78.454506,38.067528",83375144,R,51,3,10602,1019,5130106021019,
8527,"754 ORANGEDALE, Charlottesville, VA, 22903",Match,Non_Exact,"754 ORANGEDALE AVE, CHARLOTTESVILLE, VA, 22903","-78.496735,38.022972",83369606,L,51,540,501,3000,515400005013000,
9858,"310 RIVERBEND 2C, Charlottesville, VA, 22911",Match,Non_Exact,"310 RIVERBEND DR, CHARLOTTESVILLE, VA, 22911","-78.458206,38.030224",83387013,R,51,3,10502,1002,5130105021002,
8528,"754 PROSPECT, Charlottesville, VA, 22903",Match,Non_Exact,"754 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49634,38.02204",83407148,L,51,540,501,1010,515400005011010,
9859,"314 ROLKIN, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
8525,"752 PROSPECT F, Charlottesville, VA, 22903",Match,Non_Exact,"752 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.49597,38.02253",83407148,L,51,540,501,1010,515400005011010,
9856,"250 PANTOPS MOUNTAIN 7409 & 7509, Charlottesville, VA, 22911",No_Match,,,,,,,,,,0,
8526,"753 PROSPECT, Charlottesville, VA, 22903",Match,Non_Exact,"753 PROSPECT AVE, CHARLOTTESVILLE, VA, 22903","-78.495804,38.022774",83407148,R,51,540,501,3000,515400005013000,
9857,"300 RIVERBEND, Charlottesville, VA, 22911",Match,Non_Exact,"300 RIVERBEND DR, CHARLOTTESVILLE, VA, 22911","-78.45814,38.03027",83387013,R,51,3,10502,1002,5130105021002,
